,project,fuzzer,run,nodes_reached,nodes_flipped
611,nm-new,HasteFuzz,006,1841,965
612,nm-new,HasteFuzz,003,1860,951
613,nm-new,HasteFuzz,002,1868,992
614,nm-new,HasteFuzz,008,1611,708
615,nm-new,HasteFuzz,005,1235,595
616,nm-new,HasteFuzz,009,1793,919
617,nm-new,HasteFuzz,007,1742,878
618,nm-new,HasteFuzz,001,1205,576
619,nm-new,HasteFuzz,000,1174,539
620,tiffcrop,FOX,004,3805,1967
621,tiffcrop,FOX,006,3625,1844
622,tiffcrop,FOX,003,3669,1865
623,tiffcrop,FOX,002,3664,1875
624,tiffcrop,FOX,008,3722,1883
625,tiffcrop,FOX,005,3674,1877
626,tiffcrop,FOX,009,3714,1902
627,tiffcrop,FOX,007,3660,1867
628,tiffcrop,FOX,001,3663,1855
629,tiffcrop,FOX,000,3757,1931
630,strip-new,FOX,004,3043,1586
631,strip-new,FOX,006,3142,1567
632,strip-new,FOX,003,2665,1410
633,strip-new,FOX,002,3190,1564
634,strip-new,FOX,008,3153,1559
635,strip-new,FOX,005,3135,1563
636,strip-new,FOX,009,2788,1514
637,strip-new,FOX,007,2695,1476
638,strip-new,FOX,001,2731,1443
639,strip-new,FOX,000,3195,1576
640,xmllint,FOX,004,3620,1568
641,xmllint,FOX,006,3674,1613
642,xmllint,FOX,003,3777,1631
643,xmllint,FOX,002,2542,956
644,xmllint,FOX,008,3553,1531
645,xmllint,FOX,005,3998,1719
646,xmllint,FOX,009,3411,1456
647,xmllint,FOX,007,3517,1481
648,xmllint,FOX,001,3378,1410
649,xmllint,FOX,000,3551,1529
650,jasper,AFLPP,004,1518,529
651,jasper,AFLPP,006,1521,493
652,jasper,AFLPP,003,1461,488
653,jasper,AFLPP,002,1430,464
654,jasper,AFLPP,008,1573,548
655,jasper,AFLPP,005,1440,480
656,jasper,AFLPP,009,1464,494
657,jasper,AFLPP,007,1533,529
658,jasper,AFLPP,001,1478,489
659,jasper,AFLPP,000,1505,497
660,tcpdump,AFLPP+CD,004,7058,3693
661,tcpdump,AFLPP+CD,006,6805,3599
662,tcpdump,AFLPP+CD,003,7100,3710
663,tcpdump,AFLPP+CD,002,6491,3453
664,tcpdump,AFLPP+CD,008,6810,3587
665,tcpdump,AFLPP+CD,005,6681,3397
666,tcpdump,AFLPP+CD,009,6631,3460
667,tcpdump,AFLPP+CD,007,6762,3518
668,tcpdump,AFLPP+CD,001,6954,3610
669,tcpdump,AFLPP+CD,000,7210,3890
670,nm-new,AFLPP+C,004,1973,1086
671,nm-new,AFLPP+C,006,1977,1079
672,nm-new,AFLPP+C,003,1920,1041
673,nm-new,AFLPP+C,002,1976,1066
674,nm-new,AFLPP+C,008,1966,976
675,nm-new,AFLPP+C,005,1942,1083
676,nm-new,AFLPP+C,009,2062,1131
677,nm-new,AFLPP+C,007,1971,1088
678,nm-new,AFLPP+C,001,1870,928
679,nm-new,AFLPP+C,000,1985,1081
680,nm-new,HasteFuzz+CD,004,2018,1068
681,nm-new,HasteFuzz+CD,006,1963,1063
682,nm-new,HasteFuzz+CD,003,1977,1072
683,nm-new,HasteFuzz+CD,002,2026,1075
684,nm-new,HasteFuzz+CD,008,2015,1085
685,nm-new,HasteFuzz+CD,005,2212,1181
686,nm-new,HasteFuzz+CD,009,2059,1068
687,nm-new,HasteFuzz+CD,007,2066,1151
688,nm-new,HasteFuzz+CD,001,1881,908
689,nm-new,HasteFuzz+CD,000,1987,1032
690,ffmpeg,HasteFuzz+CD,004,9987,4446
691,ffmpeg,HasteFuzz+CD,006,8515,3877
692,ffmpeg,HasteFuzz+CD,003,10148,4463
693,ffmpeg,HasteFuzz+CD,002,8588,3671
694,ffmpeg,HasteFuzz+CD,008,9046,4268
695,ffmpeg,HasteFuzz+CD,005,8466,3670
696,ffmpeg,HasteFuzz+CD,009,8845,3985
697,ffmpeg,HasteFuzz+CD,007,8814,3966
698,ffmpeg,HasteFuzz+CD,001,8940,4120
699,ffmpeg,HasteFuzz+CD,000,7852,3589
700,bsdtar,AFLPP+C,004,1850,875
701,bsdtar,AFLPP+C,006,1810,870
702,bsdtar,AFLPP+C,003,1877,934
703,bsdtar,AFLPP+C,002,2125,1088
704,bsdtar,AFLPP+C,008,1882,932
705,bsdtar,AFLPP+C,005,1976,986
706,bsdtar,AFLPP+C,009,1541,695
707,bsdtar,AFLPP+C,007,1813,887
708,bsdtar,AFLPP+C,001,1578,726
709,bsdtar,AFLPP+C,000,1914,912
710,readelf,FOX+D,004,1727,1279
711,readelf,FOX+D,006,1675,1222
712,readelf,FOX+D,003,1790,1307
713,readelf,FOX+D,002,1738,1271
714,readelf,FOX+D,008,1615,1198
715,readelf,FOX+D,005,1800,1302
716,readelf,FOX+D,009,1779,1302
717,readelf,FOX+D,007,1577,1151
718,readelf,FOX+D,001,1717,1257
719,readelf,FOX+D,000,1637,1197
720,tcpdump,HasteFuzz+C,004,6431,3275
721,tcpdump,HasteFuzz+C,006,6412,3187
722,tcpdump,HasteFuzz+C,003,6963,3509
723,tcpdump,HasteFuzz+C,002,6581,3309
724,tcpdump,HasteFuzz+C,008,6810,3433
725,tcpdump,HasteFuzz+C,005,6180,3156
726,tcpdump,HasteFuzz+C,009,6082,3118
727,tcpdump,HasteFuzz+C,007,6333,3132
728,tcpdump,HasteFuzz+C,001,6779,3361
729,tcpdump,HasteFuzz+C,000,6531,3360
730,pdftotext,AFLPP+CD,004,1410,452
731,pdftotext,AFLPP+CD,006,1072,372
732,pdftotext,AFLPP+CD,003,1367,459
733,pdftotext,AFLPP+CD,002,1354,441
734,pdftotext,AFLPP+CD,008,1334,443
735,pdftotext,AFLPP+CD,005,1341,453
736,pdftotext,AFLPP+CD,009,1413,455
737,pdftotext,AFLPP+CD,007,1387,478
738,pdftotext,AFLPP+CD,001,1334,446
739,pdftotext,AFLPP+CD,000,1405,446
740,tiffcrop,AFLPP,004,3593,1800
741,tiffcrop,AFLPP,006,3547,1745
742,tiffcrop,AFLPP,003,3636,1799
743,tiffcrop,AFLPP,002,3581,1792
744,tiffcrop,AFLPP,008,3627,1796
745,tiffcrop,AFLPP,005,3544,1750
746,tiffcrop,AFLPP,009,3527,1739
747,tiffcrop,AFLPP,007,3609,1769
748,tiffcrop,AFLPP,001,3619,1827
749,tiffcrop,AFLPP,000,3622,1822
750,tiff2pdf,FOX+D,004,3289,1559
751,tiff2pdf,FOX+D,006,3336,1578
752,tiff2pdf,FOX+D,003,3334,1584
753,tiff2pdf,FOX+D,002,3364,1583
754,tiff2pdf,FOX+D,008,3326,1559
755,tiff2pdf,FOX+D,005,3148,1470
756,tiff2pdf,FOX+D,009,3380,1605
757,tiff2pdf,FOX+D,007,3351,1589
758,tiff2pdf,FOX+D,001,3396,1617
759,tiff2pdf,FOX+D,000,3341,1579
760,tiffcrop,HasteFuzz,004,3433,1673
761,tiffcrop,HasteFuzz,006,3520,1722
762,tiffcrop,HasteFuzz,003,3544,1758
763,tiffcrop,HasteFuzz,002,3630,1822
764,tiffcrop,HasteFuzz,008,3511,1725
765,tiffcrop,HasteFuzz,005,3553,1766
766,tiffcrop,HasteFuzz,009,3551,1774
767,tiffcrop,HasteFuzz,007,3582,1775
768,tiffcrop,HasteFuzz,001,3473,1692
769,tiffcrop,HasteFuzz,000,3549,1725
770,tiff2pdf,HasteFuzz+C,004,3175,1500
771,tiff2pdf,HasteFuzz+C,006,3098,1398
772,tiff2pdf,HasteFuzz+C,003,3178,1461
773,tiff2pdf,HasteFuzz+C,002,3192,1475
774,tiff2pdf,HasteFuzz+C,008,3043,1405
775,tiff2pdf,HasteFuzz+C,005,3186,1479
776,tiff2pdf,HasteFuzz+C,009,3124,1454
777,tiff2pdf,HasteFuzz+C,007,3199,1484
778,tiff2pdf,HasteFuzz+C,001,3200,1510
779,tiff2pdf,HasteFuzz+C,000,3111,1434
780,readelf,HasteFuzz,004,1078,692
781,readelf,HasteFuzz,006,1431,955
782,readelf,HasteFuzz,003,1402,975
783,readelf,HasteFuzz,002,1163,754
784,readelf,HasteFuzz,008,1193,797
785,readelf,HasteFuzz,005,1232,847
786,readelf,HasteFuzz,009,1306,893
787,readelf,HasteFuzz,007,1185,792
788,readelf,HasteFuzz,001,1285,887
789,readelf,HasteFuzz,000,1197,813
790,jasper,HasteFuzz+C,004,1751,664
791,jasper,HasteFuzz+C,006,1833,696
792,jasper,HasteFuzz+C,003,1813,681
793,jasper,HasteFuzz+C,002,1684,607
794,jasper,HasteFuzz+C,008,1767,659
795,jasper,HasteFuzz+C,005,1713,607
796,jasper,HasteFuzz+C,009,1673,646
797,jasper,HasteFuzz+C,007,1664,599
798,jasper,HasteFuzz+C,001,1723,644
799,jasper,HasteFuzz+C,000,1732,661
800,strip-new,HasteFuzz+CD,004,2606,1337
801,strip-new,HasteFuzz+CD,006,2735,1399
802,strip-new,HasteFuzz+CD,003,2627,1328
803,strip-new,HasteFuzz+CD,002,2576,1290
804,strip-new,HasteFuzz+CD,008,2589,1317
805,strip-new,HasteFuzz+CD,005,2534,1300
806,strip-new,HasteFuzz+CD,009,2599,1299
807,strip-new,HasteFuzz+CD,007,2560,1314
808,strip-new,HasteFuzz+CD,001,2632,1294
809,strip-new,HasteFuzz+CD,000,2710,1390
810,bsdtar,AFLPP+CD,004,3369,1997
811,bsdtar,AFLPP+CD,006,3076,1741
812,bsdtar,AFLPP+CD,003,2859,1605
813,bsdtar,AFLPP+CD,002,3327,1946
814,bsdtar,AFLPP+CD,008,2990,1676
815,bsdtar,AFLPP+CD,005,2839,1606
816,bsdtar,AFLPP+CD,009,2949,1679
817,bsdtar,AFLPP+CD,007,2798,1564
818,bsdtar,AFLPP+CD,001,3104,1801
819,bsdtar,AFLPP+CD,000,2856,1615
820,exiv2,AFLPP,004,3996,965
821,exiv2,AFLPP,006,3821,904
822,exiv2,AFLPP,003,3692,883
823,exiv2,AFLPP,002,3751,894
824,exiv2,AFLPP,008,3663,880
825,exiv2,AFLPP,005,3655,882
826,exiv2,AFLPP,009,3669,872
827,exiv2,AFLPP,007,3779,901
828,exiv2,AFLPP,001,3464,801
829,exiv2,AFLPP,000,3695,883
830,bsdtar,HasteFuzz,004,1803,823
831,bsdtar,HasteFuzz,006,1991,946
832,bsdtar,HasteFuzz,003,1806,854
833,bsdtar,HasteFuzz,002,1800,816
834,bsdtar,HasteFuzz,008,1807,836
835,bsdtar,HasteFuzz,005,1848,839
836,bsdtar,HasteFuzz,009,1876,870
837,bsdtar,HasteFuzz,007,2087,1034
838,bsdtar,HasteFuzz,001,1782,803
839,bsdtar,HasteFuzz,000,1693,767
840,tiff2ps,AFLPP+C,004,2106,1029
841,tiff2ps,AFLPP+C,006,2126,1053
842,tiff2ps,AFLPP+C,003,2097,1035
843,tiff2ps,AFLPP+C,002,2137,1044
844,tiff2ps,AFLPP+C,008,2163,1083
845,tiff2ps,AFLPP+C,005,2143,1065
846,tiff2ps,AFLPP+C,009,2121,1039
847,tiff2ps,AFLPP+C,007,2072,1020
848,tiff2ps,AFLPP+C,001,2100,1022
849,tiff2ps,AFLPP+C,000,2086,1018
850,tiff2ps,FOX+D,004,2053,1009
851,tiff2ps,FOX+D,006,2081,1048
852,tiff2ps,FOX+D,003,2232,1149
853,tiff2ps,FOX+D,002,2055,1035
854,tiff2ps,FOX+D,008,2064,1040
855,tiff2ps,FOX+D,005,2055,1020
856,tiff2ps,FOX+D,009,2058,1033
857,tiff2ps,FOX+D,007,2059,1025
858,tiff2ps,FOX+D,001,2044,1029
859,tiff2ps,FOX+D,000,2079,1044
860,tiff2ps,AFLPP+CD,004,2106,1049
861,tiff2ps,AFLPP+CD,006,2159,1068
862,tiff2ps,AFLPP+CD,003,2158,1092
863,tiff2ps,AFLPP+CD,002,2113,1031
864,tiff2ps,AFLPP+CD,008,2145,1060
865,tiff2ps,AFLPP+CD,005,2139,1060
866,tiff2ps,AFLPP+CD,009,2124,1052
867,tiff2ps,AFLPP+CD,007,2135,1047
868,tiff2ps,AFLPP+CD,001,2135,1061
869,tiff2ps,AFLPP+CD,000,2117,1055
870,size,AFLPP+C,004,1251,660
871,size,AFLPP+C,006,1260,666
872,size,AFLPP+C,003,1251,664
873,size,AFLPP+C,002,1245,664
874,size,AFLPP+C,008,1305,634
875,size,AFLPP+C,005,1257,665
876,size,AFLPP+C,009,1334,676
877,size,AFLPP+C,007,1416,764
878,size,AFLPP+C,001,1304,685
879,size,AFLPP+C,000,1185,631
880,ffmpeg,FOX+D,004,15236,8409
881,ffmpeg,FOX+D,006,14810,8253
882,ffmpeg,FOX+D,003,14296,7871
883,ffmpeg,FOX+D,002,13541,7428
884,ffmpeg,FOX+D,008,13580,7460
885,ffmpeg,FOX+D,005,14173,7846
886,ffmpeg,FOX+D,009,12389,6829
887,ffmpeg,FOX+D,007,14051,7868
888,ffmpeg,FOX+D,001,14315,8222
889,ffmpeg,FOX+D,000,13543,7470
890,exiv2,HasteFuzz,004,3602,858
891,exiv2,HasteFuzz,006,3731,872
892,exiv2,HasteFuzz,003,3670,855
893,exiv2,HasteFuzz,002,3654,850
894,exiv2,HasteFuzz,008,3585,852
895,exiv2,HasteFuzz,005,3581,833
896,exiv2,HasteFuzz,009,3608,844
897,exiv2,HasteFuzz,007,3557,841
898,exiv2,HasteFuzz,001,3470,785
899,exiv2,HasteFuzz,000,3590,839
900,tiffcrop,HasteFuzz+CD,004,3593,1776
901,tiffcrop,HasteFuzz+CD,006,3667,1825
902,tiffcrop,HasteFuzz+CD,003,3609,1756
903,tiffcrop,HasteFuzz+CD,002,3586,1772
904,tiffcrop,HasteFuzz+CD,008,3596,1754
905,tiffcrop,HasteFuzz+CD,005,3585,1750
906,tiffcrop,HasteFuzz+CD,009,3540,1700
907,tiffcrop,HasteFuzz+CD,007,3418,1667
908,tiffcrop,HasteFuzz+CD,001,3639,1777
909,tiffcrop,HasteFuzz+CD,000,3556,1701
910,readelf,HasteFuzz+C,004,1272,880
911,readelf,HasteFuzz+C,006,1363,939
912,readelf,HasteFuzz+C,003,1370,942
913,readelf,HasteFuzz+C,002,1309,917
914,readelf,HasteFuzz+C,008,1255,884
915,readelf,HasteFuzz+C,005,1266,867
916,readelf,HasteFuzz+C,009,1291,887
917,readelf,HasteFuzz+C,007,1436,1048
918,readelf,HasteFuzz+C,001,1179,806
919,readelf,HasteFuzz+C,000,1341,980
920,tiffcrop,AFLPP+CD,004,3626,1782
921,tiffcrop,AFLPP+CD,006,3608,1765
922,tiffcrop,AFLPP+CD,003,3692,1834
923,tiffcrop,AFLPP+CD,002,3652,1805
924,tiffcrop,AFLPP+CD,008,3492,1690
925,tiffcrop,AFLPP+CD,005,3593,1793
926,tiffcrop,AFLPP+CD,009,3685,1848
927,tiffcrop,AFLPP+CD,007,3624,1826
928,tiffcrop,AFLPP+CD,001,3552,1726
929,tiffcrop,AFLPP+CD,000,3588,1769
930,nm-new,AFLPP+CD,004,2006,1075
931,nm-new,AFLPP+CD,006,1981,1026
932,nm-new,AFLPP+CD,003,2025,1106
933,nm-new,AFLPP+CD,002,2006,1071
934,nm-new,AFLPP+CD,008,1891,964
935,nm-new,AFLPP+CD,005,1357,647
936,nm-new,AFLPP+CD,009,1986,1049
937,nm-new,AFLPP+CD,007,1853,871
938,nm-new,AFLPP+CD,001,1349,652
939,nm-new,AFLPP+CD,000,1942,1009
940,ffmpeg,FOX,004,13390,8218
941,ffmpeg,FOX,006,13616,8277
942,ffmpeg,FOX,003,12402,7391
943,ffmpeg,FOX,002,12188,7345
944,ffmpeg,FOX,008,12630,7712
945,ffmpeg,FOX,005,12982,7849
946,ffmpeg,FOX,009,13357,8175
947,ffmpeg,FOX,007,12884,7760
948,ffmpeg,FOX,001,12479,7635
949,ffmpeg,FOX,000,12458,7639
950,xmllint,HasteFuzz+C,004,2433,920
951,xmllint,HasteFuzz+C,006,2501,908
952,xmllint,HasteFuzz+C,003,2401,902
953,xmllint,HasteFuzz+C,002,2472,931
954,xmllint,HasteFuzz+C,008,2349,853
955,xmllint,HasteFuzz+C,005,2408,894
956,xmllint,HasteFuzz+C,009,2376,891
957,xmllint,HasteFuzz+C,007,2387,897
958,xmllint,HasteFuzz+C,001,2390,888
959,xmllint,HasteFuzz+C,000,2434,895
960,strip-new,HasteFuzz+C,004,2479,1251
961,strip-new,HasteFuzz+C,006,2490,1286
962,strip-new,HasteFuzz+C,003,2600,1331
963,strip-new,HasteFuzz+C,002,2271,1117
964,strip-new,HasteFuzz+C,008,2504,1292
965,strip-new,HasteFuzz+C,005,2523,1282
966,strip-new,HasteFuzz+C,009,2546,1313
967,strip-new,HasteFuzz+C,007,2519,1317
968,strip-new,HasteFuzz+C,001,2557,1306
969,strip-new,HasteFuzz+C,000,2550,1255
970,objdump,FOX+D,004,2743,1412
971,objdump,FOX+D,006,2672,1354
972,objdump,FOX+D,003,2830,1409
973,objdump,FOX+D,002,2635,1328
974,objdump,FOX+D,008,2950,1450
975,objdump,FOX+D,005,2627,1373
976,objdump,FOX+D,009,3050,1556
977,objdump,FOX+D,007,2767,1444
978,objdump,FOX+D,001,2982,1491
979,objdump,FOX+D,000,2910,1400
980,size,HasteFuzz+CD,004,1308,660
981,size,HasteFuzz+CD,006,1235,654
982,size,HasteFuzz+CD,003,1277,669
983,size,HasteFuzz+CD,002,1293,660
984,size,HasteFuzz+CD,008,1262,641
985,size,HasteFuzz+CD,005,1312,683
986,size,HasteFuzz+CD,009,1290,666
987,size,HasteFuzz+CD,007,1315,667
988,size,HasteFuzz+CD,001,1290,661
989,size,HasteFuzz+CD,000,1274,650
990,xmllint,HasteFuzz,004,2356,863
991,xmllint,HasteFuzz,006,2390,897
992,xmllint,HasteFuzz,003,2372,875
993,xmllint,HasteFuzz,002,2398,885
994,xmllint,HasteFuzz,008,2367,883
995,xmllint,HasteFuzz,005,2379,884
996,xmllint,HasteFuzz,009,2406,902
997,xmllint,HasteFuzz,007,2352,857
998,xmllint,HasteFuzz,001,2305,828
999,xmllint,HasteFuzz,000,2368,875
1000,tiff2pdf,AFLPP,004,3044,1388
1001,tiff2pdf,AFLPP,006,3210,1477
1002,tiff2pdf,AFLPP,003,3183,1449
1003,tiff2pdf,AFLPP,002,3179,1492
1004,tiff2pdf,AFLPP,008,3152,1474
1005,tiff2pdf,AFLPP,005,3229,1507
1006,tiff2pdf,AFLPP,009,3339,1547
1007,tiff2pdf,AFLPP,007,3314,1532
1008,tiff2pdf,AFLPP,001,3169,1460
1009,tiff2pdf,AFLPP,000,3289,1508
1010,jasper,FOX+D,004,1764,648
1011,jasper,FOX+D,006,1666,585
1012,jasper,FOX+D,003,1766,654
1013,jasper,FOX+D,002,1782,659
1014,jasper,FOX+D,008,1777,654
1015,jasper,FOX+D,005,1758,633
1016,jasper,FOX+D,009,1796,659
1017,jasper,FOX+D,007,1759,613
1018,jasper,FOX+D,001,1760,633
1019,jasper,FOX+D,000,1759,641
1020,tiff2pdf,FOX,004,3287,1555
1021,tiff2pdf,FOX,006,3297,1579
1022,tiff2pdf,FOX,003,3388,1598
1023,tiff2pdf,FOX,002,3320,1555
1024,tiff2pdf,FOX,008,3358,1602
1025,tiff2pdf,FOX,005,3291,1550
1026,tiff2pdf,FOX,009,3290,1580
1027,tiff2pdf,FOX,007,3279,1558
1028,tiff2pdf,FOX,001,3391,1611
1029,tiff2pdf,FOX,000,3264,1564
1030,tcpdump,HasteFuzz+CD,004,6507,3375
1031,tcpdump,HasteFuzz+CD,006,6866,3574
1032,tcpdump,HasteFuzz+CD,003,6679,3397
1033,tcpdump,HasteFuzz+CD,002,6236,3121
1034,tcpdump,HasteFuzz+CD,008,6428,3376
1035,tcpdump,HasteFuzz+CD,005,6835,3498
1036,tcpdump,HasteFuzz+CD,009,6989,3628
1037,tcpdump,HasteFuzz+CD,007,6791,3437
1038,tcpdump,HasteFuzz+CD,001,6578,3401
1039,tcpdump,HasteFuzz+CD,000,6488,3329
1040,pdftotext,AFLPP,004,842,221
1041,pdftotext,AFLPP,006,1180,305
1042,pdftotext,AFLPP,003,1174,295
1043,pdftotext,AFLPP,002,1180,303
1044,pdftotext,AFLPP,008,1183,310
1045,pdftotext,AFLPP,005,1176,312
1046,pdftotext,AFLPP,009,1183,310
1047,pdftotext,AFLPP,007,1183,308
1048,pdftotext,AFLPP,001,1180,300
1049,pdftotext,AFLPP,000,1180,304
1050,nm-new,AFLPP,004,1115,498
1051,nm-new,AFLPP,006,1742,888
1052,nm-new,AFLPP,003,1773,934
1053,nm-new,AFLPP,002,1084,478
1054,nm-new,AFLPP,008,1835,965
1055,nm-new,AFLPP,005,1767,869
1056,nm-new,AFLPP,009,1838,951
1057,nm-new,AFLPP,007,1773,928
1058,nm-new,AFLPP,001,1212,566
1059,nm-new,AFLPP,000,1770,947
1060,exiv2,HasteFuzz+CD,004,5259,1392
1061,exiv2,HasteFuzz+CD,006,5810,1525
1062,exiv2,HasteFuzz+CD,003,5278,1416
1063,exiv2,HasteFuzz+CD,002,5227,1238
1064,exiv2,HasteFuzz+CD,008,5512,1459
1065,exiv2,HasteFuzz+CD,005,5202,1362
1066,exiv2,HasteFuzz+CD,009,5951,1590
1067,exiv2,HasteFuzz+CD,007,5426,1297
1068,exiv2,HasteFuzz+CD,001,5111,1398
1069,exiv2,HasteFuzz+CD,000,5718,1562
1070,strip-new,AFLPP+C,004,2681,1394
1071,strip-new,AFLPP+C,006,2543,1343
1072,strip-new,AFLPP+C,003,2599,1392
1073,strip-new,AFLPP+C,002,2700,1432
1074,strip-new,AFLPP+C,008,2739,1463
1075,strip-new,AFLPP+C,005,2522,1325
1076,strip-new,AFLPP+C,009,2536,1323
1077,strip-new,AFLPP+C,007,2652,1432
1078,strip-new,AFLPP+C,001,2616,1356
1079,strip-new,AFLPP+C,000,2561,1350
1080,bsdtar,FOX,004,2262,1284
1081,bsdtar,FOX,006,3024,1755
1082,bsdtar,FOX,003,2659,1602
1083,bsdtar,FOX,002,2970,1768
1084,bsdtar,FOX,008,2886,1654
1085,bsdtar,FOX,005,3414,2039
1086,bsdtar,FOX,009,3032,1749
1087,bsdtar,FOX,007,3084,1881
1088,bsdtar,FOX,001,2826,1685
1089,bsdtar,FOX,000,2574,1525
1090,size,HasteFuzz+C,004,1227,630
1091,size,HasteFuzz+C,006,1281,667
1092,size,HasteFuzz+C,003,1232,645
1093,size,HasteFuzz+C,002,1291,662
1094,size,HasteFuzz+C,008,1245,653
1095,size,HasteFuzz+C,005,1156,608
1096,size,HasteFuzz+C,009,1218,644
1097,size,HasteFuzz+C,007,1292,649
1098,size,HasteFuzz+C,001,1302,644
1099,size,HasteFuzz+C,000,1285,643
1100,bsdtar,HasteFuzz+CD,004,3310,1902
1101,bsdtar,HasteFuzz+CD,006,3186,1838
1102,bsdtar,HasteFuzz+CD,003,3237,1856
1103,bsdtar,HasteFuzz+CD,002,3298,1868
1104,bsdtar,HasteFuzz+CD,008,2669,1461
1105,bsdtar,HasteFuzz+CD,005,2999,1699
1106,bsdtar,HasteFuzz+CD,009,2836,1548
1107,bsdtar,HasteFuzz+CD,007,2974,1671
1108,bsdtar,HasteFuzz+CD,001,3172,1800
1109,bsdtar,HasteFuzz+CD,000,3266,1865
1110,jasper,AFLPP+C,004,1632,593
1111,jasper,AFLPP+C,006,1681,630
1112,jasper,AFLPP+C,003,1748,652
1113,jasper,AFLPP+C,002,1693,645
1114,jasper,AFLPP+C,008,1783,661
1115,jasper,AFLPP+C,005,1751,657
1116,jasper,AFLPP+C,009,1726,613
1117,jasper,AFLPP+C,007,1645,609
1118,jasper,AFLPP+C,001,1682,622
1119,jasper,AFLPP+C,000,1698,627
1120,xmllint,AFLPP,004,2377,871
1121,xmllint,AFLPP,006,2313,834
1122,xmllint,AFLPP,003,2340,830
1123,xmllint,AFLPP,002,2247,786
1124,xmllint,AFLPP,008,2296,823
1125,xmllint,AFLPP,005,2389,883
1126,xmllint,AFLPP,009,2309,825
1127,xmllint,AFLPP,007,2279,813
1128,xmllint,AFLPP,001,2291,818
1129,xmllint,AFLPP,000,2377,878
1130,pdftotext,FOX,004,1496,450
1131,pdftotext,FOX,006,1331,430
1132,pdftotext,FOX,003,1497,456
1133,pdftotext,FOX,002,1505,475
1134,pdftotext,FOX,008,1372,438
1135,pdftotext,FOX,005,1490,438
1136,pdftotext,FOX,009,1485,438
1137,pdftotext,FOX,007,1330,431
1138,pdftotext,FOX,001,1410,403
1139,pdftotext,FOX,000,1337,430
1140,tiff2ps,HasteFuzz+CD,004,2062,988
1141,tiff2ps,HasteFuzz+CD,006,2090,1009
1142,tiff2ps,HasteFuzz+CD,003,2098,1011
1143,tiff2ps,HasteFuzz+CD,002,2074,1005
1144,tiff2ps,HasteFuzz+CD,008,2106,1026
1145,tiff2ps,HasteFuzz+CD,005,2128,1053
1146,tiff2ps,HasteFuzz+CD,009,2140,1061
1147,tiff2ps,HasteFuzz+CD,007,2095,1021
1148,tiff2ps,HasteFuzz+CD,001,2113,1016
1149,tiff2ps,HasteFuzz+CD,000,2053,990
1150,strip-new,AFLPP,004,2435,1206
1151,strip-new,AFLPP,006,2447,1246
1152,strip-new,AFLPP,003,2400,1199
1153,strip-new,AFLPP,002,2322,1166
1154,strip-new,AFLPP,008,2470,1242
1155,strip-new,AFLPP,005,2327,1148
1156,strip-new,AFLPP,009,2483,1256
1157,strip-new,AFLPP,007,2439,1225
1158,strip-new,AFLPP,001,2437,1233
1159,strip-new,AFLPP,000,2447,1200
1160,strip-new,HasteFuzz,004,2494,1302
1161,strip-new,HasteFuzz,006,2397,1216
1162,strip-new,HasteFuzz,003,2287,1093
1163,strip-new,HasteFuzz,002,2354,1173
1164,strip-new,HasteFuzz,008,2390,1215
1165,strip-new,HasteFuzz,005,2375,1209
1166,strip-new,HasteFuzz,009,2529,1309
1167,strip-new,HasteFuzz,007,2408,1266
1168,strip-new,HasteFuzz,001,2452,1206
1169,strip-new,HasteFuzz,000,2365,1224
1170,objdump,HasteFuzz,004,2096,993
1171,objdump,HasteFuzz,006,2122,1023
1172,objdump,HasteFuzz,003,2006,913
1173,objdump,HasteFuzz,002,2010,952
1174,objdump,HasteFuzz,008,2063,943
1175,objdump,HasteFuzz,005,2180,1072
1176,objdump,HasteFuzz,009,2074,993
1177,objdump,HasteFuzz,007,2137,1004
1178,objdump,HasteFuzz,001,2163,1011
1179,objdump,HasteFuzz,000,2101,1000
1180,tcpdump,AFLPP,004,5425,2754
1181,tcpdump,AFLPP,006,5428,2743
1182,tcpdump,AFLPP,003,5076,2588
1183,tcpdump,AFLPP,002,5323,2732
1184,tcpdump,AFLPP,008,5285,2760
1185,tcpdump,AFLPP,005,5176,2724
1186,tcpdump,AFLPP,009,5277,2704
1187,tcpdump,AFLPP,007,5301,2751
1188,tcpdump,AFLPP,001,4483,2306
1189,tcpdump,AFLPP,000,5190,2642
1190,objdump,AFLPP+C,004,2642,1311
1191,objdump,AFLPP+C,006,2532,1272
1192,objdump,AFLPP+C,003,2475,1222
1193,objdump,AFLPP+C,002,2499,1249
1194,objdump,AFLPP+C,008,2483,1230
1195,objdump,AFLPP+C,005,2440,1226
1196,objdump,AFLPP+C,009,2339,1171
1197,objdump,AFLPP+C,007,2572,1265
1198,objdump,AFLPP+C,001,2536,1266
1199,objdump,AFLPP+C,000,2436,1184
