,hour,project,fuzzer,run,control_size
8534,15,ffmpeg,cmplog,005,3870.0
8535,16,ffmpeg,cmplog,005,4050.0
8536,17,ffmpeg,cmplog,005,4487.0
8537,18,ffmpeg,cmplog,005,4759.0
8538,19,ffmpeg,cmplog,005,5048.0
8539,20,ffmpeg,cmplog,005,5382.0
8540,21,ffmpeg,cmplog,005,5554.0
8541,22,ffmpeg,cmplog,005,5649.0
8542,23,ffmpeg,cmplog,005,5809.0
8543,24,ffmpeg,cmplog,005,6183.0
8544,1,ffmpeg,cmplog,009,1058.0
8545,2,ffmpeg,cmplog,009,1420.0
8546,3,ffmpeg,cmplog,009,1658.0
8547,4,ffmpeg,cmplog,009,1828.0
8548,5,ffmpeg,cmplog,009,1889.0
8549,6,ffmpeg,cmplog,009,1958.0
8550,7,ffmpeg,cmplog,009,2007.0
8551,8,ffmpeg,cmplog,009,2027.0
8552,9,ffmpeg,cmplog,009,2128.0
8553,10,ffmpeg,cmplog,009,2185.0
8554,11,ffmpeg,cmplog,009,2205.0
8555,12,ffmpeg,cmplog,009,2270.0
8556,13,ffmpeg,cmplog,009,2392.0
8557,14,ffmpeg,cmplog,009,2459.0
8558,15,ffmpeg,cmplog,009,2491.0
8559,16,ffmpeg,cmplog,009,2660.0
8560,17,ffmpeg,cmplog,009,2846.0
8561,18,ffmpeg,cmplog,009,3336.0
8562,19,ffmpeg,cmplog,009,3498.0
8563,20,ffmpeg,cmplog,009,3849.0
8564,21,ffmpeg,cmplog,009,4060.0
8565,22,ffmpeg,cmplog,009,4218.0
8566,23,ffmpeg,cmplog,009,4301.0
8567,24,ffmpeg,cmplog,009,4490.0
8568,1,ffmpeg,cmplog,007,1093.0
8569,2,ffmpeg,cmplog,007,1461.0
8570,3,ffmpeg,cmplog,007,1510.0
8571,4,ffmpeg,cmplog,007,1712.0
8572,5,ffmpeg,cmplog,007,1814.0
8573,6,ffmpeg,cmplog,007,1941.0
8574,7,ffmpeg,cmplog,007,2072.0
8575,8,ffmpeg,cmplog,007,2131.0
8576,9,ffmpeg,cmplog,007,2154.0
8577,10,ffmpeg,cmplog,007,2256.0
8578,11,ffmpeg,cmplog,007,2334.0
8579,12,ffmpeg,cmplog,007,2456.0
8580,13,ffmpeg,cmplog,007,2507.0
8581,14,ffmpeg,cmplog,007,2607.0
8582,15,ffmpeg,cmplog,007,2708.0
8583,16,ffmpeg,cmplog,007,2731.0
8584,17,ffmpeg,cmplog,007,2905.0
8585,18,ffmpeg,cmplog,007,3146.0
8586,19,ffmpeg,cmplog,007,3358.0
8587,20,ffmpeg,cmplog,007,3571.0
8588,21,ffmpeg,cmplog,007,3699.0
8589,22,ffmpeg,cmplog,007,3863.0
8590,23,ffmpeg,cmplog,007,3999.0
8591,24,ffmpeg,cmplog,007,4252.0
8592,1,ffmpeg,cmplog,001,1307.0
8593,2,ffmpeg,cmplog,001,1352.0
8594,3,ffmpeg,cmplog,001,1729.0
8595,4,ffmpeg,cmplog,001,1828.0
8596,5,ffmpeg,cmplog,001,1942.0
8597,6,ffmpeg,cmplog,001,2114.0
8598,7,ffmpeg,cmplog,001,2150.0
8599,8,ffmpeg,cmplog,001,2173.0
8600,9,ffmpeg,cmplog,001,2244.0
8601,10,ffmpeg,cmplog,001,2266.0
8602,11,ffmpeg,cmplog,001,2296.0
8603,12,ffmpeg,cmplog,001,2327.0
8604,13,ffmpeg,cmplog,001,2450.0
8605,14,ffmpeg,cmplog,001,2537.0
8606,15,ffmpeg,cmplog,001,2541.0
8607,16,ffmpeg,cmplog,001,2804.0
8608,17,ffmpeg,cmplog,001,2840.0
8609,18,ffmpeg,cmplog,001,2862.0
8610,19,ffmpeg,cmplog,001,3022.0
8611,20,ffmpeg,cmplog,001,3246.0
8612,21,ffmpeg,cmplog,001,3418.0
8613,22,ffmpeg,cmplog,001,3611.0
8614,23,ffmpeg,cmplog,001,4020.0
8615,24,ffmpeg,cmplog,001,4432.0
8616,1,ffmpeg,cmplog,000,1101.0
8617,2,ffmpeg,cmplog,000,1512.0
8618,3,ffmpeg,cmplog,000,1662.0
8619,4,ffmpeg,cmplog,000,1854.0
8620,5,ffmpeg,cmplog,000,1964.0
8621,6,ffmpeg,cmplog,000,2050.0
8622,7,ffmpeg,cmplog,000,2106.0
8623,8,ffmpeg,cmplog,000,2161.0
8624,9,ffmpeg,cmplog,000,2226.0
8625,10,ffmpeg,cmplog,000,2369.0
8626,11,ffmpeg,cmplog,000,2454.0
8627,12,ffmpeg,cmplog,000,2551.0
8628,13,ffmpeg,cmplog,000,2559.0
8629,14,ffmpeg,cmplog,000,2602.0
8630,15,ffmpeg,cmplog,000,2720.0
8631,16,ffmpeg,cmplog,000,3041.0
8632,17,ffmpeg,cmplog,000,3330.0
8633,18,ffmpeg,cmplog,000,3554.0
8634,19,ffmpeg,cmplog,000,3681.0
8635,20,ffmpeg,cmplog,000,4130.0
8636,21,ffmpeg,cmplog,000,4237.0
8637,22,ffmpeg,cmplog,000,4422.0
8638,23,ffmpeg,cmplog,000,4558.0
8639,24,ffmpeg,cmplog,000,4765.0
8640,1,re2,aflpp,004,3627.0
8641,2,re2,aflpp,004,3755.0
8642,3,re2,aflpp,004,3789.0
8643,4,re2,aflpp,004,3816.0
8644,5,re2,aflpp,004,3837.0
8645,6,re2,aflpp,004,3857.0
8646,7,re2,aflpp,004,3863.0
8647,8,re2,aflpp,004,3872.0
8648,9,re2,aflpp,004,3885.0
8649,10,re2,aflpp,004,3894.0
8650,11,re2,aflpp,004,3902.0
8651,12,re2,aflpp,004,3909.0
8652,13,re2,aflpp,004,3912.0
8653,14,re2,aflpp,004,3917.0
8654,15,re2,aflpp,004,3921.0
8655,16,re2,aflpp,004,3923.0
8656,17,re2,aflpp,004,3930.0
8657,18,re2,aflpp,004,3933.0
8658,19,re2,aflpp,004,3934.0
8659,20,re2,aflpp,004,3934.0
8660,21,re2,aflpp,004,3935.0
8661,22,re2,aflpp,004,3938.0
8662,23,re2,aflpp,004,3943.0
8663,24,re2,aflpp,004,3946.0
8664,1,re2,aflpp,006,3501.0
8665,2,re2,aflpp,006,3625.0
8666,3,re2,aflpp,006,3711.0
8667,4,re2,aflpp,006,3757.0
8668,5,re2,aflpp,006,3882.0
8669,6,re2,aflpp,006,3943.0
8670,7,re2,aflpp,006,3964.0
8671,8,re2,aflpp,006,3976.0
8672,9,re2,aflpp,006,3985.0
8673,10,re2,aflpp,006,3990.0
8674,11,re2,aflpp,006,3997.0
8675,12,re2,aflpp,006,4006.0
8676,13,re2,aflpp,006,4014.0
8677,14,re2,aflpp,006,4021.0
8678,15,re2,aflpp,006,4029.0
8679,16,re2,aflpp,006,4037.0
8680,17,re2,aflpp,006,4046.0
8681,18,re2,aflpp,006,4049.0
8682,19,re2,aflpp,006,4053.0
8683,20,re2,aflpp,006,4056.0
8684,21,re2,aflpp,006,4061.0
8685,22,re2,aflpp,006,4066.0
8686,23,re2,aflpp,006,4075.0
8687,24,re2,aflpp,006,4087.0
8688,1,re2,aflpp,003,3588.0
8689,2,re2,aflpp,003,3717.0
8690,3,re2,aflpp,003,3785.0
8691,4,re2,aflpp,003,3817.0
8692,5,re2,aflpp,003,3842.0
8693,6,re2,aflpp,003,3854.0
8694,7,re2,aflpp,003,3872.0
8695,8,re2,aflpp,003,3887.0
8696,9,re2,aflpp,003,3895.0
8697,10,re2,aflpp,003,3900.0
8698,11,re2,aflpp,003,3906.0
8699,12,re2,aflpp,003,3912.0
8700,13,re2,aflpp,003,3918.0
8701,14,re2,aflpp,003,3925.0
8702,15,re2,aflpp,003,3928.0
8703,16,re2,aflpp,003,3934.0
8704,17,re2,aflpp,003,3942.0
8705,18,re2,aflpp,003,3954.0
8706,19,re2,aflpp,003,4059.0
8707,20,re2,aflpp,003,4076.0
8708,21,re2,aflpp,003,4105.0
8709,22,re2,aflpp,003,4121.0
8710,23,re2,aflpp,003,4136.0
8711,24,re2,aflpp,003,4141.0
8712,1,re2,aflpp,002,3559.0
8713,2,re2,aflpp,002,3655.0
8714,3,re2,aflpp,002,3699.0
8715,4,re2,aflpp,002,3744.0
8716,5,re2,aflpp,002,3767.0
8717,6,re2,aflpp,002,3790.0
8718,7,re2,aflpp,002,3803.0
8719,8,re2,aflpp,002,3808.0
8720,9,re2,aflpp,002,3822.0
8721,10,re2,aflpp,002,3824.0
8722,11,re2,aflpp,002,3835.0
8723,12,re2,aflpp,002,3840.0
8724,13,re2,aflpp,002,3842.0
8725,14,re2,aflpp,002,3845.0
8726,15,re2,aflpp,002,3848.0
8727,16,re2,aflpp,002,3853.0
8728,17,re2,aflpp,002,3860.0
8729,18,re2,aflpp,002,3865.0
8730,19,re2,aflpp,002,3867.0
8731,20,re2,aflpp,002,3872.0
8732,21,re2,aflpp,002,3876.0
8733,22,re2,aflpp,002,3884.0
8734,23,re2,aflpp,002,3888.0
8735,24,re2,aflpp,002,3891.0
8736,1,re2,aflpp,008,3461.0
8737,2,re2,aflpp,008,3631.0
8738,3,re2,aflpp,008,3679.0
8739,4,re2,aflpp,008,3844.0
8740,5,re2,aflpp,008,3873.0
8741,6,re2,aflpp,008,3890.0
8742,7,re2,aflpp,008,3912.0
8743,8,re2,aflpp,008,3934.0
8744,9,re2,aflpp,008,3950.0
8745,10,re2,aflpp,008,3956.0
8746,11,re2,aflpp,008,3970.0
8747,12,re2,aflpp,008,3977.0
8748,13,re2,aflpp,008,3988.0
8749,14,re2,aflpp,008,3992.0
8750,15,re2,aflpp,008,4001.0
8751,16,re2,aflpp,008,4002.0
8752,17,re2,aflpp,008,4013.0
8753,18,re2,aflpp,008,4015.0
8754,19,re2,aflpp,008,4020.0
8755,20,re2,aflpp,008,4023.0
8756,21,re2,aflpp,008,4028.0
8757,22,re2,aflpp,008,4031.0
8758,23,re2,aflpp,008,4035.0
8759,24,re2,aflpp,008,4045.0
8760,1,re2,aflpp,005,3735.0
8761,2,re2,aflpp,005,3838.0
8762,3,re2,aflpp,005,3914.0
8763,4,re2,aflpp,005,3934.0
8764,5,re2,aflpp,005,3949.0
8765,6,re2,aflpp,005,3977.0
8766,7,re2,aflpp,005,3999.0
8767,8,re2,aflpp,005,4019.0
8768,9,re2,aflpp,005,4038.0
8769,10,re2,aflpp,005,4044.0
8770,11,re2,aflpp,005,4054.0
8771,12,re2,aflpp,005,4064.0
8772,13,re2,aflpp,005,4070.0
8773,14,re2,aflpp,005,4077.0
8774,15,re2,aflpp,005,4081.0
8775,16,re2,aflpp,005,4086.0
8776,17,re2,aflpp,005,4091.0
8777,18,re2,aflpp,005,4100.0
8778,19,re2,aflpp,005,4102.0
8779,20,re2,aflpp,005,4107.0
8780,21,re2,aflpp,005,4113.0
8781,22,re2,aflpp,005,4118.0
8782,23,re2,aflpp,005,4120.0
8783,24,re2,aflpp,005,4125.0
8784,1,re2,aflpp,009,3624.0
8785,2,re2,aflpp,009,3715.0
8786,3,re2,aflpp,009,3765.0
8787,4,re2,aflpp,009,3789.0
8788,5,re2,aflpp,009,3853.0
8789,6,re2,aflpp,009,3877.0
8790,7,re2,aflpp,009,3904.0
8791,8,re2,aflpp,009,3915.0
8792,9,re2,aflpp,009,3921.0
8793,10,re2,aflpp,009,3932.0
8794,11,re2,aflpp,009,3940.0
8795,12,re2,aflpp,009,3944.0
8796,13,re2,aflpp,009,3952.0
8797,14,re2,aflpp,009,3957.0
8798,15,re2,aflpp,009,3965.0
8799,16,re2,aflpp,009,3970.0
8800,17,re2,aflpp,009,3974.0
8801,18,re2,aflpp,009,3977.0
8802,19,re2,aflpp,009,3981.0
8803,20,re2,aflpp,009,3983.0
8804,21,re2,aflpp,009,3984.0
8805,22,re2,aflpp,009,3987.0
8806,23,re2,aflpp,009,3989.0
8807,24,re2,aflpp,009,3993.0
8808,1,re2,aflpp,007,3691.0
8809,2,re2,aflpp,007,3869.0
8810,3,re2,aflpp,007,3926.0
8811,4,re2,aflpp,007,3967.0
8812,5,re2,aflpp,007,3997.0
8813,6,re2,aflpp,007,4012.0
8814,7,re2,aflpp,007,4022.0
8815,8,re2,aflpp,007,4044.0
8816,9,re2,aflpp,007,4053.0
8817,10,re2,aflpp,007,4061.0
8818,11,re2,aflpp,007,4071.0
8819,12,re2,aflpp,007,4077.0
8820,13,re2,aflpp,007,4085.0
8821,14,re2,aflpp,007,4095.0
8822,15,re2,aflpp,007,4097.0
8823,16,re2,aflpp,007,4101.0
8824,17,re2,aflpp,007,4102.0
8825,18,re2,aflpp,007,4105.0
8826,19,re2,aflpp,007,4112.0
8827,20,re2,aflpp,007,4117.0
8828,21,re2,aflpp,007,4124.0
8829,22,re2,aflpp,007,4127.0
8830,23,re2,aflpp,007,4130.0
8831,24,re2,aflpp,007,4133.0
8832,1,re2,aflpp,001,3600.0
8833,2,re2,aflpp,001,3704.0
8834,3,re2,aflpp,001,3766.0
8835,4,re2,aflpp,001,3796.0
8836,5,re2,aflpp,001,3841.0
8837,6,re2,aflpp,001,3989.0
8838,7,re2,aflpp,001,4017.0
8839,8,re2,aflpp,001,4027.0
8840,9,re2,aflpp,001,4034.0
8841,10,re2,aflpp,001,4046.0
8842,11,re2,aflpp,001,4055.0
8843,12,re2,aflpp,001,4063.0
8844,13,re2,aflpp,001,4070.0
8845,14,re2,aflpp,001,4077.0
8846,15,re2,aflpp,001,4084.0
8847,16,re2,aflpp,001,4091.0
8848,17,re2,aflpp,001,4098.0
8849,18,re2,aflpp,001,4099.0
8850,19,re2,aflpp,001,4102.0
8851,20,re2,aflpp,001,4103.0
8852,21,re2,aflpp,001,4106.0
8853,22,re2,aflpp,001,4109.0
8854,23,re2,aflpp,001,4113.0
8855,24,re2,aflpp,001,4118.0
8856,1,re2,aflpp,000,3568.0
8857,2,re2,aflpp,000,3680.0
8858,3,re2,aflpp,000,3722.0
8859,4,re2,aflpp,000,3740.0
8860,5,re2,aflpp,000,3765.0
8861,6,re2,aflpp,000,3779.0
8862,7,re2,aflpp,000,3788.0
8863,8,re2,aflpp,000,3791.0
8864,9,re2,aflpp,000,3796.0
8865,10,re2,aflpp,000,3803.0
8866,11,re2,aflpp,000,3807.0
8867,12,re2,aflpp,000,3815.0
8868,13,re2,aflpp,000,3821.0
8869,14,re2,aflpp,000,3827.0
8870,15,re2,aflpp,000,3837.0
8871,16,re2,aflpp,000,3845.0
8872,17,re2,aflpp,000,3846.0
8873,18,re2,aflpp,000,3867.0
8874,19,re2,aflpp,000,3871.0
8875,20,re2,aflpp,000,3873.0
8876,21,re2,aflpp,000,3877.0
8877,22,re2,aflpp,000,3880.0
8878,23,re2,aflpp,000,3884.0
8879,24,re2,aflpp,000,4007.0
8880,1,openssl,cmplog_dict,004,2745.0
8881,2,openssl,cmplog_dict,004,2783.0
8882,3,openssl,cmplog_dict,004,2805.0
8883,4,openssl,cmplog_dict,004,2826.0
8884,5,openssl,cmplog_dict,004,2840.0
8885,6,openssl,cmplog_dict,004,2862.0
8886,7,openssl,cmplog_dict,004,2883.0
8887,8,openssl,cmplog_dict,004,2894.0
8888,9,openssl,cmplog_dict,004,2900.0
8889,10,openssl,cmplog_dict,004,2905.0
8890,11,openssl,cmplog_dict,004,2925.0
8891,12,openssl,cmplog_dict,004,2935.0
8892,13,openssl,cmplog_dict,004,2943.0
8893,14,openssl,cmplog_dict,004,2964.0
8894,15,openssl,cmplog_dict,004,2975.0
8895,16,openssl,cmplog_dict,004,2981.0
8896,17,openssl,cmplog_dict,004,2984.0
8897,18,openssl,cmplog_dict,004,2985.0
8898,19,openssl,cmplog_dict,004,2990.0
8899,20,openssl,cmplog_dict,004,2992.0
8900,21,openssl,cmplog_dict,004,2993.0
8901,22,openssl,cmplog_dict,004,2994.0
8902,23,openssl,cmplog_dict,004,2995.0
8903,24,openssl,cmplog_dict,004,2996.0
8904,1,openssl,cmplog_dict,006,2738.0
8905,2,openssl,cmplog_dict,006,2787.0
8906,3,openssl,cmplog_dict,006,2828.0
8907,4,openssl,cmplog_dict,006,2851.0
8908,5,openssl,cmplog_dict,006,2870.0
8909,6,openssl,cmplog_dict,006,2905.0
8910,7,openssl,cmplog_dict,006,2914.0
8911,8,openssl,cmplog_dict,006,2922.0
8912,9,openssl,cmplog_dict,006,2934.0
8913,10,openssl,cmplog_dict,006,2936.0
8914,11,openssl,cmplog_dict,006,2938.0
8915,12,openssl,cmplog_dict,006,2942.0
8916,13,openssl,cmplog_dict,006,2945.0
8917,14,openssl,cmplog_dict,006,2956.0
8918,15,openssl,cmplog_dict,006,2971.0
8919,16,openssl,cmplog_dict,006,2981.0
8920,17,openssl,cmplog_dict,006,2984.0
8921,18,openssl,cmplog_dict,006,2987.0
8922,19,openssl,cmplog_dict,006,2998.0
8923,20,openssl,cmplog_dict,006,2998.0
8924,21,openssl,cmplog_dict,006,2999.0
8925,22,openssl,cmplog_dict,006,3005.0
8926,23,openssl,cmplog_dict,006,3006.0
8927,24,openssl,cmplog_dict,006,3007.0
8928,1,openssl,cmplog_dict,003,2702.0
8929,2,openssl,cmplog_dict,003,2737.0
8930,3,openssl,cmplog_dict,003,2777.0
8931,4,openssl,cmplog_dict,003,2798.0
8932,5,openssl,cmplog_dict,003,2809.0
8933,6,openssl,cmplog_dict,003,2820.0
8934,7,openssl,cmplog_dict,003,2831.0
8935,8,openssl,cmplog_dict,003,2840.0
8936,9,openssl,cmplog_dict,003,2851.0
8937,10,openssl,cmplog_dict,003,2855.0
8938,11,openssl,cmplog_dict,003,2861.0
8939,12,openssl,cmplog_dict,003,2868.0
8940,13,openssl,cmplog_dict,003,2879.0
8941,14,openssl,cmplog_dict,003,2904.0
8942,15,openssl,cmplog_dict,003,2908.0
8943,16,openssl,cmplog_dict,003,2913.0
8944,17,openssl,cmplog_dict,003,2917.0
8945,18,openssl,cmplog_dict,003,2921.0
8946,19,openssl,cmplog_dict,003,2922.0
8947,20,openssl,cmplog_dict,003,2926.0
8948,21,openssl,cmplog_dict,003,2934.0
8949,22,openssl,cmplog_dict,003,2936.0
8950,23,openssl,cmplog_dict,003,2943.0
8951,24,openssl,cmplog_dict,003,2944.0
8952,1,openssl,cmplog_dict,002,2720.0
8953,2,openssl,cmplog_dict,002,2769.0
8954,3,openssl,cmplog_dict,002,2804.0
8955,4,openssl,cmplog_dict,002,2828.0
8956,5,openssl,cmplog_dict,002,2843.0
8957,6,openssl,cmplog_dict,002,2864.0
8958,7,openssl,cmplog_dict,002,2873.0
8959,8,openssl,cmplog_dict,002,2877.0
8960,9,openssl,cmplog_dict,002,2883.0
8961,10,openssl,cmplog_dict,002,2893.0
8962,11,openssl,cmplog_dict,002,2898.0
8963,12,openssl,cmplog_dict,002,2900.0
8964,13,openssl,cmplog_dict,002,2905.0
8965,14,openssl,cmplog_dict,002,2910.0
8966,15,openssl,cmplog_dict,002,2916.0
8967,16,openssl,cmplog_dict,002,2928.0
8968,17,openssl,cmplog_dict,002,2935.0
8969,18,openssl,cmplog_dict,002,2942.0
8970,19,openssl,cmplog_dict,002,2945.0
8971,20,openssl,cmplog_dict,002,2950.0
8972,21,openssl,cmplog_dict,002,2953.0
8973,22,openssl,cmplog_dict,002,2963.0
8974,23,openssl,cmplog_dict,002,2969.0
8975,24,openssl,cmplog_dict,002,2978.0
8976,1,openssl,cmplog_dict,008,2718.0
8977,2,openssl,cmplog_dict,008,2769.0
8978,3,openssl,cmplog_dict,008,2788.0
8979,4,openssl,cmplog_dict,008,2815.0
8980,5,openssl,cmplog_dict,008,2825.0
8981,6,openssl,cmplog_dict,008,2838.0
8982,7,openssl,cmplog_dict,008,2852.0
8983,8,openssl,cmplog_dict,008,2869.0
8984,9,openssl,cmplog_dict,008,2880.0
8985,10,openssl,cmplog_dict,008,2885.0
8986,11,openssl,cmplog_dict,008,2893.0
8987,12,openssl,cmplog_dict,008,2903.0
8988,13,openssl,cmplog_dict,008,2906.0
8989,14,openssl,cmplog_dict,008,2914.0
8990,15,openssl,cmplog_dict,008,2921.0
8991,16,openssl,cmplog_dict,008,2924.0
8992,17,openssl,cmplog_dict,008,2927.0
8993,18,openssl,cmplog_dict,008,2947.0
8994,19,openssl,cmplog_dict,008,2952.0
8995,20,openssl,cmplog_dict,008,2957.0
8996,21,openssl,cmplog_dict,008,2962.0
8997,22,openssl,cmplog_dict,008,2965.0
8998,23,openssl,cmplog_dict,008,2969.0
8999,24,openssl,cmplog_dict,008,2972.0
9000,1,openssl,cmplog_dict,005,2748.0
9001,2,openssl,cmplog_dict,005,2809.0
9002,3,openssl,cmplog_dict,005,2837.0
9003,4,openssl,cmplog_dict,005,2849.0
9004,5,openssl,cmplog_dict,005,2867.0
9005,6,openssl,cmplog_dict,005,2874.0
9006,7,openssl,cmplog_dict,005,2883.0
9007,8,openssl,cmplog_dict,005,2891.0
9008,9,openssl,cmplog_dict,005,2899.0
9009,10,openssl,cmplog_dict,005,2905.0
9010,11,openssl,cmplog_dict,005,2908.0
9011,12,openssl,cmplog_dict,005,2913.0
9012,13,openssl,cmplog_dict,005,2918.0
9013,14,openssl,cmplog_dict,005,2924.0
9014,15,openssl,cmplog_dict,005,2926.0
9015,16,openssl,cmplog_dict,005,2950.0
9016,17,openssl,cmplog_dict,005,2956.0
9017,18,openssl,cmplog_dict,005,2962.0
9018,19,openssl,cmplog_dict,005,2969.0
9019,20,openssl,cmplog_dict,005,2971.0
9020,21,openssl,cmplog_dict,005,2975.0
9021,22,openssl,cmplog_dict,005,2976.0
9022,23,openssl,cmplog_dict,005,2977.0
9023,24,openssl,cmplog_dict,005,2979.0
9024,1,openssl,cmplog_dict,009,2739.0
9025,2,openssl,cmplog_dict,009,2780.0
9026,3,openssl,cmplog_dict,009,2800.0
9027,4,openssl,cmplog_dict,009,2823.0
9028,5,openssl,cmplog_dict,009,2844.0
9029,6,openssl,cmplog_dict,009,2853.0
9030,7,openssl,cmplog_dict,009,2869.0
9031,8,openssl,cmplog_dict,009,2875.0
9032,9,openssl,cmplog_dict,009,2888.0
9033,10,openssl,cmplog_dict,009,2895.0
9034,11,openssl,cmplog_dict,009,2899.0
9035,12,openssl,cmplog_dict,009,2909.0
9036,13,openssl,cmplog_dict,009,2915.0
9037,14,openssl,cmplog_dict,009,2919.0
9038,15,openssl,cmplog_dict,009,2921.0
9039,16,openssl,cmplog_dict,009,2928.0
9040,17,openssl,cmplog_dict,009,2932.0
9041,18,openssl,cmplog_dict,009,2936.0
9042,19,openssl,cmplog_dict,009,2940.0
9043,20,openssl,cmplog_dict,009,2941.0
9044,21,openssl,cmplog_dict,009,2944.0
9045,22,openssl,cmplog_dict,009,2949.0
9046,23,openssl,cmplog_dict,009,2957.0
9047,24,openssl,cmplog_dict,009,2960.0
9048,1,openssl,cmplog_dict,007,2713.0
9049,2,openssl,cmplog_dict,007,2752.0
9050,3,openssl,cmplog_dict,007,2788.0
9051,4,openssl,cmplog_dict,007,2825.0
9052,5,openssl,cmplog_dict,007,2847.0
9053,6,openssl,cmplog_dict,007,2859.0
9054,7,openssl,cmplog_dict,007,2878.0
9055,8,openssl,cmplog_dict,007,2888.0
9056,9,openssl,cmplog_dict,007,2895.0
9057,10,openssl,cmplog_dict,007,2904.0
9058,11,openssl,cmplog_dict,007,2912.0
9059,12,openssl,cmplog_dict,007,2916.0
9060,13,openssl,cmplog_dict,007,2920.0
9061,14,openssl,cmplog_dict,007,2931.0
9062,15,openssl,cmplog_dict,007,2938.0
9063,16,openssl,cmplog_dict,007,2945.0
9064,17,openssl,cmplog_dict,007,2951.0
9065,18,openssl,cmplog_dict,007,2957.0
9066,19,openssl,cmplog_dict,007,2965.0
9067,20,openssl,cmplog_dict,007,2973.0
9068,21,openssl,cmplog_dict,007,2976.0
9069,22,openssl,cmplog_dict,007,2979.0
9070,23,openssl,cmplog_dict,007,2984.0
9071,24,openssl,cmplog_dict,007,2987.0
9072,1,openssl,cmplog_dict,001,2748.0
9073,2,openssl,cmplog_dict,001,2796.0
9074,3,openssl,cmplog_dict,001,2845.0
9075,4,openssl,cmplog_dict,001,2867.0
9076,5,openssl,cmplog_dict,001,2886.0
9077,6,openssl,cmplog_dict,001,2897.0
9078,7,openssl,cmplog_dict,001,2906.0
9079,8,openssl,cmplog_dict,001,2918.0
9080,9,openssl,cmplog_dict,001,2925.0
9081,10,openssl,cmplog_dict,001,2930.0
9082,11,openssl,cmplog_dict,001,2935.0
9083,12,openssl,cmplog_dict,001,2939.0
9084,13,openssl,cmplog_dict,001,2944.0
9085,14,openssl,cmplog_dict,001,2953.0
9086,15,openssl,cmplog_dict,001,2967.0
9087,16,openssl,cmplog_dict,001,2971.0
9088,17,openssl,cmplog_dict,001,2980.0
9089,18,openssl,cmplog_dict,001,2985.0
9090,19,openssl,cmplog_dict,001,2986.0
9091,20,openssl,cmplog_dict,001,2988.0
9092,21,openssl,cmplog_dict,001,2994.0
9093,22,openssl,cmplog_dict,001,2996.0
9094,23,openssl,cmplog_dict,001,2997.0
9095,24,openssl,cmplog_dict,001,2999.0
9096,1,openssl,cmplog_dict,000,2767.0
9097,2,openssl,cmplog_dict,000,2809.0
9098,3,openssl,cmplog_dict,000,2834.0
9099,4,openssl,cmplog_dict,000,2855.0
9100,5,openssl,cmplog_dict,000,2874.0
9101,6,openssl,cmplog_dict,000,2906.0
9102,7,openssl,cmplog_dict,000,2915.0
9103,8,openssl,cmplog_dict,000,2927.0
9104,9,openssl,cmplog_dict,000,2935.0
9105,10,openssl,cmplog_dict,000,2945.0
9106,11,openssl,cmplog_dict,000,2955.0
9107,12,openssl,cmplog_dict,000,2963.0
9108,13,openssl,cmplog_dict,000,2970.0
9109,14,openssl,cmplog_dict,000,2975.0
9110,15,openssl,cmplog_dict,000,2980.0
9111,16,openssl,cmplog_dict,000,2987.0
9112,17,openssl,cmplog_dict,000,2992.0
9113,18,openssl,cmplog_dict,000,2999.0
9114,19,openssl,cmplog_dict,000,3006.0
9115,20,openssl,cmplog_dict,000,3007.0
9116,21,openssl,cmplog_dict,000,3009.0
9117,22,openssl,cmplog_dict,000,3012.0
9118,23,openssl,cmplog_dict,000,3018.0
9119,24,openssl,cmplog_dict,000,3019.0
9120,1,objdump,cmplog_dict,004,709.0
9121,2,objdump,cmplog_dict,004,931.0
9122,3,objdump,cmplog_dict,004,1368.0
9123,4,objdump,cmplog_dict,004,1985.0
9124,5,objdump,cmplog_dict,004,2483.0
9125,6,objdump,cmplog_dict,004,2708.0
9126,7,objdump,cmplog_dict,004,2890.0
9127,8,objdump,cmplog_dict,004,2986.0
9128,9,objdump,cmplog_dict,004,3156.0
9129,10,objdump,cmplog_dict,004,3257.0
9130,11,objdump,cmplog_dict,004,3348.0
9131,12,objdump,cmplog_dict,004,3409.0
9132,13,objdump,cmplog_dict,004,3465.0
9133,14,objdump,cmplog_dict,004,3554.0
9134,15,objdump,cmplog_dict,004,3608.0
9135,16,objdump,cmplog_dict,004,3655.0
9136,17,objdump,cmplog_dict,004,3689.0
9137,18,objdump,cmplog_dict,004,3854.0
9138,19,objdump,cmplog_dict,004,3918.0
9139,20,objdump,cmplog_dict,004,4004.0
9140,21,objdump,cmplog_dict,004,4064.0
9141,22,objdump,cmplog_dict,004,4135.0
9142,23,objdump,cmplog_dict,004,4202.0
9143,24,objdump,cmplog_dict,004,4252.0
9144,1,objdump,cmplog_dict,006,1095.0
9145,2,objdump,cmplog_dict,006,1467.0
9146,3,objdump,cmplog_dict,006,1660.0
9147,4,objdump,cmplog_dict,006,1969.0
9148,5,objdump,cmplog_dict,006,2338.0
9149,6,objdump,cmplog_dict,006,2529.0
9150,7,objdump,cmplog_dict,006,2725.0
9151,8,objdump,cmplog_dict,006,2983.0
9152,9,objdump,cmplog_dict,006,3109.0
9153,10,objdump,cmplog_dict,006,3203.0
9154,11,objdump,cmplog_dict,006,3322.0
9155,12,objdump,cmplog_dict,006,3408.0
