,hour,project,fuzzer,run,control_size
25176,1,openh264,cmplog_dict,000,2095.0
25177,2,openh264,cmplog_dict,000,2961.0
25178,3,openh264,cmplog_dict,000,3825.0
25179,4,openh264,cmplog_dict,000,4883.0
25180,5,openh264,cmplog_dict,000,5701.0
25181,6,openh264,cmplog_dict,000,6292.0
25182,7,openh264,cmplog_dict,000,6716.0
25183,8,openh264,cmplog_dict,000,7018.0
25184,9,openh264,cmplog_dict,000,7390.0
25185,10,openh264,cmplog_dict,000,7659.0
25186,11,openh264,cmplog_dict,000,7854.0
25187,12,openh264,cmplog_dict,000,8088.0
25188,13,openh264,cmplog_dict,000,8235.0
25189,14,openh264,cmplog_dict,000,8414.0
25190,15,openh264,cmplog_dict,000,8528.0
25191,16,openh264,cmplog_dict,000,8628.0
25192,17,openh264,cmplog_dict,000,8726.0
25193,18,openh264,cmplog_dict,000,8828.0
25194,19,openh264,cmplog_dict,000,8987.0
25195,20,openh264,cmplog_dict,000,9077.0
25196,21,openh264,cmplog_dict,000,9198.0
25197,22,openh264,cmplog_dict,000,9299.0
25198,23,openh264,cmplog_dict,000,9406.0
25199,24,openh264,cmplog_dict,000,9455.0
25200,1,size,optfuzz,004,607.2823529411764
25201,2,size,optfuzz,004,661.3333333333334
25202,3,size,optfuzz,004,692.1259842519685
25203,4,size,optfuzz,004,718.6594202898551
25204,5,size,optfuzz,004,727.0878378378378
25205,6,size,optfuzz,004,726.8092105263158
25206,7,size,optfuzz,004,720.2191780821918
25207,8,size,optfuzz,004,724.0592105263158
25208,9,size,optfuzz,004,722.3108108108108
25209,10,size,optfuzz,004,720.5359477124183
25210,11,size,optfuzz,004,715.1307189542483
25211,12,size,optfuzz,004,713.8092105263158
25212,13,size,optfuzz,004,712.0958904109589
25213,14,size,optfuzz,004,712.1565217391304
25214,15,size,optfuzz,004,695.7251908396946
25215,16,size,optfuzz,004,681.8689655172413
25216,17,size,optfuzz,004,680.2
25217,18,size,optfuzz,004,678.6829268292682
25218,19,size,optfuzz,004,681.8853503184713
25219,20,size,optfuzz,004,688.0
25220,21,size,optfuzz,004,688.0379746835443
25221,22,size,optfuzz,004,687.7592592592592
25222,23,size,optfuzz,004,687.0
25223,24,size,optfuzz,004,685.6127167630058
25224,1,size,optfuzz,006,633.2105263157895
25225,2,size,optfuzz,006,663.2706766917294
25226,3,size,optfuzz,006,646.9577464788732
25227,4,size,optfuzz,006,652.1140939597316
25228,5,size,optfuzz,006,680.7407407407408
25229,6,size,optfuzz,006,677.7777777777778
25230,7,size,optfuzz,006,673.7948717948718
25231,8,size,optfuzz,006,671.8571428571429
25232,9,size,optfuzz,006,669.9548387096775
25233,10,size,optfuzz,006,666.6666666666666
25234,11,size,optfuzz,006,664.3566878980891
25235,12,size,optfuzz,006,664.0
25236,13,size,optfuzz,006,663.2645161290322
25237,14,size,optfuzz,006,662.8653846153846
25238,15,size,optfuzz,006,659.4183006535948
25239,16,size,optfuzz,006,658.50625
25240,17,size,optfuzz,006,657.3658536585366
25241,18,size,optfuzz,006,661.9246575342465
25242,19,size,optfuzz,006,662.1347517730496
25243,20,size,optfuzz,006,661.0
25244,21,size,optfuzz,006,660.6776315789474
25245,22,size,optfuzz,006,658.7801047120419
25246,23,size,optfuzz,006,659.0
25247,24,size,optfuzz,006,659.0903614457832
25248,1,size,optfuzz,003,582.6105263157895
25249,2,size,optfuzz,003,600.1772151898734
25250,3,size,optfuzz,003,624.1818181818181
25251,4,size,optfuzz,003,622.5172413793103
25252,5,size,optfuzz,003,618.3611111111111
25253,6,size,optfuzz,003,635.0242424242424
25254,7,size,optfuzz,003,634.5828571428572
25255,8,size,optfuzz,003,630.3470588235294
25256,9,size,optfuzz,003,622.0
25257,10,size,optfuzz,003,627.3664596273292
25258,11,size,optfuzz,003,653.8473282442748
25259,12,size,optfuzz,003,638.671052631579
25260,13,size,optfuzz,003,636.0927152317881
25261,14,size,optfuzz,003,634.9011627906976
25262,15,size,optfuzz,003,633.8260869565217
25263,16,size,optfuzz,003,625.3333333333334
25264,17,size,optfuzz,003,625.0
25265,18,size,optfuzz,003,624.4342857142857
25266,19,size,optfuzz,003,624.7976878612717
25267,20,size,optfuzz,003,625.0
25268,21,size,optfuzz,003,625.0
25269,22,size,optfuzz,003,624.971264367816
25270,23,size,optfuzz,003,624.0
25271,24,size,optfuzz,003,623.5202312138729
25272,1,size,optfuzz,002,576.1851851851852
25273,2,size,optfuzz,002,599.8920863309353
25274,3,size,optfuzz,002,609.75
25275,4,size,optfuzz,002,614.2547770700637
25276,5,size,optfuzz,002,607.9818181818182
25277,6,size,optfuzz,002,602.8125
25278,7,size,optfuzz,002,602.1030303030303
25279,8,size,optfuzz,002,602.4759036144578
25280,9,size,optfuzz,002,600.3374233128834
25281,10,size,optfuzz,002,598.225
25282,11,size,optfuzz,002,599.1071428571429
25283,12,size,optfuzz,002,598.971098265896
25284,13,size,optfuzz,002,589.1490683229814
25285,14,size,optfuzz,002,599.3245033112582
25286,15,size,optfuzz,002,600.1556886227545
25287,16,size,optfuzz,002,600.0
25288,17,size,optfuzz,002,598.4276729559748
25289,18,size,optfuzz,002,598.0
25290,19,size,optfuzz,002,607.551724137931
25291,20,size,optfuzz,002,611.0
25292,21,size,optfuzz,002,608.7151515151515
25293,22,size,optfuzz,002,608.0
25294,23,size,optfuzz,002,608.0
25295,24,size,optfuzz,002,607.5058139534884
25296,1,size,optfuzz,008,636.4010416666666
25297,2,size,optfuzz,008,706.8138686131387
25298,3,size,optfuzz,008,722.3096085409253
25299,4,size,optfuzz,008,714.2578397212543
25300,5,size,optfuzz,008,711.3615635179153
25301,6,size,optfuzz,008,707.1389830508475
25302,7,size,optfuzz,008,717.4341085271318
25303,8,size,optfuzz,008,702.8613138686131
25304,9,size,optfuzz,008,696.606779661017
25305,10,size,optfuzz,008,696.7013422818792
25306,11,size,optfuzz,008,693.1045751633987
25307,12,size,optfuzz,008,688.012987012987
25308,13,size,optfuzz,008,681.703947368421
25309,14,size,optfuzz,008,677.2019543973942
25310,15,size,optfuzz,008,677.0970873786408
25311,16,size,optfuzz,008,677.160409556314
25312,17,size,optfuzz,008,676.1428571428571
25313,18,size,optfuzz,008,676.0
25314,19,size,optfuzz,008,672.168284789644
25315,20,size,optfuzz,008,668.8175675675676
25316,21,size,optfuzz,008,665.7388535031847
25317,22,size,optfuzz,008,664.6782334384858
25318,23,size,optfuzz,008,663.0284810126582
25319,24,size,optfuzz,008,662.3938461538462
25320,1,size,optfuzz,005,619.943661971831
25321,2,size,optfuzz,005,632.2595419847328
25322,3,size,optfuzz,005,671.3533333333334
25323,4,size,optfuzz,005,679.566037735849
25324,5,size,optfuzz,005,673.3170731707318
25325,6,size,optfuzz,005,672.7546012269938
25326,7,size,optfuzz,005,668.9698795180723
25327,8,size,optfuzz,005,665.8164556962025
25328,9,size,optfuzz,005,661.5
25329,10,size,optfuzz,005,659.8571428571429
25330,11,size,optfuzz,005,654.4451612903226
25331,12,size,optfuzz,005,652.0636942675159
25332,13,size,optfuzz,005,649.1084337349398
25333,14,size,optfuzz,005,653.7161290322581
25334,15,size,optfuzz,005,703.9473684210526
25335,16,size,optfuzz,005,682.6521739130435
25336,17,size,optfuzz,005,682.0
25337,18,size,optfuzz,005,680.4324324324324
25338,19,size,optfuzz,005,679.0
25339,20,size,optfuzz,005,681.4039735099337
25340,21,size,optfuzz,005,685.0
25341,22,size,optfuzz,005,685.0
25342,23,size,optfuzz,005,688.1753246753246
25343,24,size,optfuzz,005,698.0909090909091
25344,1,size,optfuzz,009,632.2469135802469
25345,2,size,optfuzz,009,712.1153846153846
25346,3,size,optfuzz,009,733.0340136054422
25347,4,size,optfuzz,009,729.2432432432432
25348,5,size,optfuzz,009,740.3684210526316
25349,6,size,optfuzz,009,750.5119047619048
25350,7,size,optfuzz,009,747.245508982036
25351,8,size,optfuzz,009,742.8795180722891
25352,9,size,optfuzz,009,738.0059523809524
25353,10,size,optfuzz,009,742.9112426035502
25354,11,size,optfuzz,009,743.0
25355,12,size,optfuzz,009,742.9418604651163
25356,13,size,optfuzz,009,738.4561403508771
25357,14,size,optfuzz,009,737.9588235294118
25358,15,size,optfuzz,009,738.1807228915662
25359,16,size,optfuzz,009,741.1286549707602
25360,17,size,optfuzz,009,745.5584415584416
25361,18,size,optfuzz,009,745.9618320610687
25362,19,size,optfuzz,009,716.3269230769231
25363,20,size,optfuzz,009,718.1065088757397
25364,21,size,optfuzz,009,716.0
25365,22,size,optfuzz,009,709.4269662921348
25366,23,size,optfuzz,009,706.0
25367,24,size,optfuzz,009,706.0
25368,1,size,optfuzz,007,599.2533333333333
25369,2,size,optfuzz,007,642.3928571428571
25370,3,size,optfuzz,007,663.5
25371,4,size,optfuzz,007,654.3125
25372,5,size,optfuzz,007,672.4294871794872
25373,6,size,optfuzz,007,674.658064516129
25374,7,size,optfuzz,007,673.2278481012659
25375,8,size,optfuzz,007,688.776
25376,9,size,optfuzz,007,710.8976377952756
25377,10,size,optfuzz,007,711.4718309859155
25378,11,size,optfuzz,007,708.4326241134752
25379,12,size,optfuzz,007,702.0326797385621
25380,13,size,optfuzz,007,696.7658227848101
25381,14,size,optfuzz,007,695.0
25382,15,size,optfuzz,007,692.5354838709677
25383,16,size,optfuzz,007,691.9748427672956
25384,17,size,optfuzz,007,689.8193548387097
25385,18,size,optfuzz,007,688.0
25386,19,size,optfuzz,007,687.3101265822785
25387,20,size,optfuzz,007,686.4635761589404
25388,21,size,optfuzz,007,692.7548387096774
25389,22,size,optfuzz,007,692.0
25390,23,size,optfuzz,007,692.0
25391,24,size,optfuzz,007,692.0493827160494
25392,1,size,optfuzz,001,626.2333333333333
25393,2,size,optfuzz,001,667.1111111111111
25394,3,size,optfuzz,001,663.5212121212121
25395,4,size,optfuzz,001,664.0470588235294
25396,5,size,optfuzz,001,663.7182320441989
25397,6,size,optfuzz,001,665.2215568862275
25398,7,size,optfuzz,001,661.3915343915344
25399,8,size,optfuzz,001,655.4770114942529
25400,9,size,optfuzz,001,652.0
25401,10,size,optfuzz,001,651.0520231213873
25402,11,size,optfuzz,001,650.0
25403,12,size,optfuzz,001,647.812865497076
25404,13,size,optfuzz,001,647.0
25405,14,size,optfuzz,001,655.6578947368421
25406,15,size,optfuzz,001,699.0222222222222
25407,16,size,optfuzz,001,701.0316455696203
25408,17,size,optfuzz,001,697.0490797546013
25409,18,size,optfuzz,001,689.4759036144578
25410,19,size,optfuzz,001,684.0943396226415
25411,20,size,optfuzz,001,680.6708074534162
25412,21,size,optfuzz,001,670.6770186335403
25413,22,size,optfuzz,001,667.0520231213873
25414,23,size,optfuzz,001,663.5511363636364
25415,24,size,optfuzz,001,663.0
25416,1,size,optfuzz,000,626.9342105263158
25417,2,size,optfuzz,000,691.2406015037594
25418,3,size,optfuzz,000,699.52
25419,4,size,optfuzz,000,676.8954248366013
25420,5,size,optfuzz,000,666.5987261146497
25421,6,size,optfuzz,000,664.1818181818181
25422,7,size,optfuzz,000,658.8260869565217
25423,8,size,optfuzz,000,656.375
25424,9,size,optfuzz,000,659.559748427673
25425,10,size,optfuzz,000,667.0
25426,11,size,optfuzz,000,665.1614906832298
25427,12,size,optfuzz,000,661.375
25428,13,size,optfuzz,000,659.1226993865031
25429,14,size,optfuzz,000,656.0481927710844
25430,15,size,optfuzz,000,655.6524390243902
25431,16,size,optfuzz,000,654.8291139240506
25432,17,size,optfuzz,000,684.552
25433,18,size,optfuzz,000,717.9922480620155
25434,19,size,optfuzz,000,706.3407407407408
25435,20,size,optfuzz,000,708.4964539007092
25436,21,size,optfuzz,000,706.0
25437,22,size,optfuzz,000,704.8571428571429
25438,23,size,optfuzz,000,701.0135135135135
25439,24,size,optfuzz,000,700.6305732484077
25440,1,woff2,cmplog_dict,004,1373.0
25441,2,woff2,cmplog_dict,004,1475.0
25442,3,woff2,cmplog_dict,004,1482.0
25443,4,woff2,cmplog_dict,004,1483.0
25444,5,woff2,cmplog_dict,004,1484.0
25445,6,woff2,cmplog_dict,004,1485.0
25446,7,woff2,cmplog_dict,004,1487.0
25447,8,woff2,cmplog_dict,004,1488.0
25448,9,woff2,cmplog_dict,004,1488.0
25449,10,woff2,cmplog_dict,004,1488.0
25450,11,woff2,cmplog_dict,004,1488.0
25451,12,woff2,cmplog_dict,004,1489.0
25452,13,woff2,cmplog_dict,004,1504.0
25453,14,woff2,cmplog_dict,004,1506.0
25454,15,woff2,cmplog_dict,004,1506.0
25455,16,woff2,cmplog_dict,004,1507.0
25456,17,woff2,cmplog_dict,004,1507.0
25457,18,woff2,cmplog_dict,004,1509.0
25458,19,woff2,cmplog_dict,004,1512.0
25459,20,woff2,cmplog_dict,004,1512.0
25460,21,woff2,cmplog_dict,004,1512.0
25461,22,woff2,cmplog_dict,004,1512.0
25462,23,woff2,cmplog_dict,004,1512.0
25463,24,woff2,cmplog_dict,004,1512.0
25464,1,woff2,cmplog_dict,006,1401.0
25465,2,woff2,cmplog_dict,006,1455.0
25466,3,woff2,cmplog_dict,006,1484.0
25467,4,woff2,cmplog_dict,006,1492.0
25468,5,woff2,cmplog_dict,006,1495.0
25469,6,woff2,cmplog_dict,006,1499.0
25470,7,woff2,cmplog_dict,006,1505.0
25471,8,woff2,cmplog_dict,006,1510.0
25472,9,woff2,cmplog_dict,006,1510.0
25473,10,woff2,cmplog_dict,006,1510.0
25474,11,woff2,cmplog_dict,006,1510.0
25475,12,woff2,cmplog_dict,006,1511.0
25476,13,woff2,cmplog_dict,006,1511.0
25477,14,woff2,cmplog_dict,006,1523.0
25478,15,woff2,cmplog_dict,006,1523.0
25479,16,woff2,cmplog_dict,006,1523.0
25480,17,woff2,cmplog_dict,006,1523.0
25481,18,woff2,cmplog_dict,006,1526.0
25482,19,woff2,cmplog_dict,006,1529.0
25483,20,woff2,cmplog_dict,006,1537.0
25484,21,woff2,cmplog_dict,006,1539.0
25485,22,woff2,cmplog_dict,006,1539.0
25486,23,woff2,cmplog_dict,006,1539.0
25487,24,woff2,cmplog_dict,006,1539.0
25488,1,woff2,cmplog_dict,003,1524.0
25489,2,woff2,cmplog_dict,003,1564.0
25490,3,woff2,cmplog_dict,003,1581.0
25491,4,woff2,cmplog_dict,003,1589.0
25492,5,woff2,cmplog_dict,003,1592.0
25493,6,woff2,cmplog_dict,003,1592.0
25494,7,woff2,cmplog_dict,003,1592.0
25495,8,woff2,cmplog_dict,003,1597.0
25496,9,woff2,cmplog_dict,003,1598.0
25497,10,woff2,cmplog_dict,003,1599.0
25498,11,woff2,cmplog_dict,003,1599.0
25499,12,woff2,cmplog_dict,003,1600.0
25500,13,woff2,cmplog_dict,003,1608.0
25501,14,woff2,cmplog_dict,003,1628.0
25502,15,woff2,cmplog_dict,003,1628.0
25503,16,woff2,cmplog_dict,003,1628.0
25504,17,woff2,cmplog_dict,003,1629.0
25505,18,woff2,cmplog_dict,003,1629.0
25506,19,woff2,cmplog_dict,003,1629.0
25507,20,woff2,cmplog_dict,003,1640.0
25508,21,woff2,cmplog_dict,003,1648.0
25509,22,woff2,cmplog_dict,003,1652.0
25510,23,woff2,cmplog_dict,003,1675.0
25511,24,woff2,cmplog_dict,003,1678.0
25512,1,woff2,cmplog_dict,002,1371.0
25513,2,woff2,cmplog_dict,002,1395.0
25514,3,woff2,cmplog_dict,002,1402.0
25515,4,woff2,cmplog_dict,002,1406.0
25516,5,woff2,cmplog_dict,002,1406.0
25517,6,woff2,cmplog_dict,002,1408.0
25518,7,woff2,cmplog_dict,002,1408.0
25519,8,woff2,cmplog_dict,002,1409.0
25520,9,woff2,cmplog_dict,002,1409.0
25521,10,woff2,cmplog_dict,002,1409.0
25522,11,woff2,cmplog_dict,002,1410.0
25523,12,woff2,cmplog_dict,002,1411.0
25524,13,woff2,cmplog_dict,002,1411.0
25525,14,woff2,cmplog_dict,002,1411.0
25526,15,woff2,cmplog_dict,002,1411.0
25527,16,woff2,cmplog_dict,002,1411.0
25528,17,woff2,cmplog_dict,002,1420.0
25529,18,woff2,cmplog_dict,002,1420.0
25530,19,woff2,cmplog_dict,002,1420.0
25531,20,woff2,cmplog_dict,002,1420.0
25532,21,woff2,cmplog_dict,002,1420.0
25533,22,woff2,cmplog_dict,002,1421.0
25534,23,woff2,cmplog_dict,002,1456.0
25535,24,woff2,cmplog_dict,002,1489.0
25536,1,woff2,cmplog_dict,008,1198.0
25537,2,woff2,cmplog_dict,008,1270.0
25538,3,woff2,cmplog_dict,008,1291.0
25539,4,woff2,cmplog_dict,008,1295.0
25540,5,woff2,cmplog_dict,008,1300.0
25541,6,woff2,cmplog_dict,008,1307.0
25542,7,woff2,cmplog_dict,008,1309.0
25543,8,woff2,cmplog_dict,008,1311.0
25544,9,woff2,cmplog_dict,008,1311.0
25545,10,woff2,cmplog_dict,008,1311.0
25546,11,woff2,cmplog_dict,008,1311.0
25547,12,woff2,cmplog_dict,008,1311.0
25548,13,woff2,cmplog_dict,008,1320.0
25549,14,woff2,cmplog_dict,008,1424.0
25550,15,woff2,cmplog_dict,008,1424.0
25551,16,woff2,cmplog_dict,008,1424.0
25552,17,woff2,cmplog_dict,008,1424.0
25553,18,woff2,cmplog_dict,008,1424.0
25554,19,woff2,cmplog_dict,008,1432.0
25555,20,woff2,cmplog_dict,008,1461.0
25556,21,woff2,cmplog_dict,008,1491.0
25557,22,woff2,cmplog_dict,008,1508.0
25558,23,woff2,cmplog_dict,008,1508.0
25559,24,woff2,cmplog_dict,008,1508.0
25560,1,woff2,cmplog_dict,005,1327.0
25561,2,woff2,cmplog_dict,005,1393.0
25562,3,woff2,cmplog_dict,005,1403.0
25563,4,woff2,cmplog_dict,005,1410.0
25564,5,woff2,cmplog_dict,005,1417.0
25565,6,woff2,cmplog_dict,005,1420.0
25566,7,woff2,cmplog_dict,005,1443.0
25567,8,woff2,cmplog_dict,005,1458.0
25568,9,woff2,cmplog_dict,005,1458.0
25569,10,woff2,cmplog_dict,005,1458.0
25570,11,woff2,cmplog_dict,005,1459.0
25571,12,woff2,cmplog_dict,005,1460.0
25572,13,woff2,cmplog_dict,005,1476.0
25573,14,woff2,cmplog_dict,005,1477.0
25574,15,woff2,cmplog_dict,005,1477.0
25575,16,woff2,cmplog_dict,005,1489.0
25576,17,woff2,cmplog_dict,005,1514.0
25577,18,woff2,cmplog_dict,005,1542.0
25578,19,woff2,cmplog_dict,005,1542.0
25579,20,woff2,cmplog_dict,005,1542.0
25580,21,woff2,cmplog_dict,005,1542.0
25581,22,woff2,cmplog_dict,005,1543.0
25582,23,woff2,cmplog_dict,005,1555.0
25583,24,woff2,cmplog_dict,005,1556.0
25584,1,woff2,cmplog_dict,009,1382.0
25585,2,woff2,cmplog_dict,009,1491.0
25586,3,woff2,cmplog_dict,009,1500.0
25587,4,woff2,cmplog_dict,009,1500.0
25588,5,woff2,cmplog_dict,009,1501.0
25589,6,woff2,cmplog_dict,009,1502.0
25590,7,woff2,cmplog_dict,009,1503.0
25591,8,woff2,cmplog_dict,009,1505.0
25592,9,woff2,cmplog_dict,009,1505.0
25593,10,woff2,cmplog_dict,009,1505.0
25594,11,woff2,cmplog_dict,009,1506.0
25595,12,woff2,cmplog_dict,009,1506.0
25596,13,woff2,cmplog_dict,009,1506.0
25597,14,woff2,cmplog_dict,009,1506.0
25598,15,woff2,cmplog_dict,009,1506.0
25599,16,woff2,cmplog_dict,009,1506.0
25600,17,woff2,cmplog_dict,009,1507.0
25601,18,woff2,cmplog_dict,009,1511.0
25602,19,woff2,cmplog_dict,009,1532.0
25603,20,woff2,cmplog_dict,009,1533.0
25604,21,woff2,cmplog_dict,009,1533.0
25605,22,woff2,cmplog_dict,009,1533.0
25606,23,woff2,cmplog_dict,009,1533.0
25607,24,woff2,cmplog_dict,009,1535.0
25608,1,woff2,cmplog_dict,007,1448.0
25609,2,woff2,cmplog_dict,007,1663.0
25610,3,woff2,cmplog_dict,007,1679.0
25611,4,woff2,cmplog_dict,007,1682.0
25612,5,woff2,cmplog_dict,007,1683.0
25613,6,woff2,cmplog_dict,007,1685.0
25614,7,woff2,cmplog_dict,007,1688.0
25615,8,woff2,cmplog_dict,007,1688.0
25616,9,woff2,cmplog_dict,007,1688.0
25617,10,woff2,cmplog_dict,007,1688.0
25618,11,woff2,cmplog_dict,007,1689.0
25619,12,woff2,cmplog_dict,007,1689.0
25620,13,woff2,cmplog_dict,007,1690.0
25621,14,woff2,cmplog_dict,007,1690.0
25622,15,woff2,cmplog_dict,007,1690.0
25623,16,woff2,cmplog_dict,007,1690.0
25624,17,woff2,cmplog_dict,007,1690.0
25625,18,woff2,cmplog_dict,007,1690.0
25626,19,woff2,cmplog_dict,007,1707.0
25627,20,woff2,cmplog_dict,007,1722.0
25628,21,woff2,cmplog_dict,007,1738.0
25629,22,woff2,cmplog_dict,007,1738.0
25630,23,woff2,cmplog_dict,007,1738.0
25631,24,woff2,cmplog_dict,007,1738.0
25632,1,woff2,cmplog_dict,001,1347.0
25633,2,woff2,cmplog_dict,001,1428.0
25634,3,woff2,cmplog_dict,001,1442.0
25635,4,woff2,cmplog_dict,001,1444.0
25636,5,woff2,cmplog_dict,001,1445.0
25637,6,woff2,cmplog_dict,001,1446.0
25638,7,woff2,cmplog_dict,001,1452.0
25639,8,woff2,cmplog_dict,001,1485.0
25640,9,woff2,cmplog_dict,001,1491.0
25641,10,woff2,cmplog_dict,001,1496.0
25642,11,woff2,cmplog_dict,001,1501.0
25643,12,woff2,cmplog_dict,001,1505.0
25644,13,woff2,cmplog_dict,001,1506.0
25645,14,woff2,cmplog_dict,001,1520.0
25646,15,woff2,cmplog_dict,001,1520.0
25647,16,woff2,cmplog_dict,001,1520.0
25648,17,woff2,cmplog_dict,001,1520.0
25649,18,woff2,cmplog_dict,001,1520.0
25650,19,woff2,cmplog_dict,001,1521.0
25651,20,woff2,cmplog_dict,001,1523.0
25652,21,woff2,cmplog_dict,001,1523.0
25653,22,woff2,cmplog_dict,001,1523.0
25654,23,woff2,cmplog_dict,001,1523.0
25655,24,woff2,cmplog_dict,001,1523.0
25656,1,woff2,cmplog_dict,000,1437.0
25657,2,woff2,cmplog_dict,000,1506.0
25658,3,woff2,cmplog_dict,000,1515.0
25659,4,woff2,cmplog_dict,000,1523.0
25660,5,woff2,cmplog_dict,000,1525.0
25661,6,woff2,cmplog_dict,000,1527.0
25662,7,woff2,cmplog_dict,000,1528.0
25663,8,woff2,cmplog_dict,000,1529.0
25664,9,woff2,cmplog_dict,000,1529.0
25665,10,woff2,cmplog_dict,000,1529.0
25666,11,woff2,cmplog_dict,000,1529.0
25667,12,woff2,cmplog_dict,000,1529.0
25668,13,woff2,cmplog_dict,000,1535.0
25669,14,woff2,cmplog_dict,000,1537.0
25670,15,woff2,cmplog_dict,000,1537.0
25671,16,woff2,cmplog_dict,000,1537.0
25672,17,woff2,cmplog_dict,000,1537.0
25673,18,woff2,cmplog_dict,000,1537.0
25674,19,woff2,cmplog_dict,000,1538.0
25675,20,woff2,cmplog_dict,000,1543.0
25676,21,woff2,cmplog_dict,000,1546.0
25677,22,woff2,cmplog_dict,000,1546.0
25678,23,woff2,cmplog_dict,000,1546.0
25679,24,woff2,cmplog_dict,000,1546.0
25680,1,xpdf,hastefuzz_cmplog,004,1096.0
25681,2,xpdf,hastefuzz_cmplog,004,1295.0
25682,3,xpdf,hastefuzz_cmplog,004,1374.0
25683,4,xpdf,hastefuzz_cmplog,004,1550.0
25684,5,xpdf,hastefuzz_cmplog,004,1664.0
25685,6,xpdf,hastefuzz_cmplog,004,1702.0
25686,7,xpdf,hastefuzz_cmplog,004,1723.0
25687,8,xpdf,hastefuzz_cmplog,004,1824.0
25688,9,xpdf,hastefuzz_cmplog,004,1894.0
25689,10,xpdf,hastefuzz_cmplog,004,1917.0
25690,11,xpdf,hastefuzz_cmplog,004,1934.0
25691,12,xpdf,hastefuzz_cmplog,004,1950.0
25692,13,xpdf,hastefuzz_cmplog,004,1961.0
25693,14,xpdf,hastefuzz_cmplog,004,1969.0
25694,15,xpdf,hastefuzz_cmplog,004,1976.0
25695,16,xpdf,hastefuzz_cmplog,004,1989.0
25696,17,xpdf,hastefuzz_cmplog,004,1993.0
25697,18,xpdf,hastefuzz_cmplog,004,2002.0
25698,19,xpdf,hastefuzz_cmplog,004,2008.0
25699,20,xpdf,hastefuzz_cmplog,004,2009.0
25700,21,xpdf,hastefuzz_cmplog,004,2035.0
25701,22,xpdf,hastefuzz_cmplog,004,2074.0
25702,23,xpdf,hastefuzz_cmplog,004,2091.0
25703,24,xpdf,hastefuzz_cmplog,004,2100.0
25704,1,xpdf,hastefuzz_cmplog,006,1196.0
25705,2,xpdf,hastefuzz_cmplog,006,1370.0
25706,3,xpdf,hastefuzz_cmplog,006,1408.0
25707,4,xpdf,hastefuzz_cmplog,006,1546.0
25708,5,xpdf,hastefuzz_cmplog,006,1615.0
25709,6,xpdf,hastefuzz_cmplog,006,1722.0
25710,7,xpdf,hastefuzz_cmplog,006,1761.0
25711,8,xpdf,hastefuzz_cmplog,006,1974.0
25712,9,xpdf,hastefuzz_cmplog,006,2561.0
25713,10,xpdf,hastefuzz_cmplog,006,2746.0
25714,11,xpdf,hastefuzz_cmplog,006,2877.0
25715,12,xpdf,hastefuzz_cmplog,006,3044.0
25716,13,xpdf,hastefuzz_cmplog,006,3100.0
25717,14,xpdf,hastefuzz_cmplog,006,3147.0
25718,15,xpdf,hastefuzz_cmplog,006,3176.0
25719,16,xpdf,hastefuzz_cmplog,006,3251.0
25720,17,xpdf,hastefuzz_cmplog,006,3281.0
25721,18,xpdf,hastefuzz_cmplog,006,3342.0
25722,19,xpdf,hastefuzz_cmplog,006,3405.0
25723,20,xpdf,hastefuzz_cmplog,006,3433.0
25724,21,xpdf,hastefuzz_cmplog,006,3466.0
25725,22,xpdf,hastefuzz_cmplog,006,3484.0
25726,23,xpdf,hastefuzz_cmplog,006,3495.0
25727,24,xpdf,hastefuzz_cmplog,006,3506.0
25728,1,xpdf,hastefuzz_cmplog,003,1017.0
25729,2,xpdf,hastefuzz_cmplog,003,1255.0
25730,3,xpdf,hastefuzz_cmplog,003,1370.0
25731,4,xpdf,hastefuzz_cmplog,003,1523.0
25732,5,xpdf,hastefuzz_cmplog,003,1565.0
25733,6,xpdf,hastefuzz_cmplog,003,1599.0
25734,7,xpdf,hastefuzz_cmplog,003,1702.0
25735,8,xpdf,hastefuzz_cmplog,003,1806.0
25736,9,xpdf,hastefuzz_cmplog,003,1858.0
25737,10,xpdf,hastefuzz_cmplog,003,1892.0
25738,11,xpdf,hastefuzz_cmplog,003,1914.0
25739,12,xpdf,hastefuzz_cmplog,003,1958.0
25740,13,xpdf,hastefuzz_cmplog,003,2018.0
25741,14,xpdf,hastefuzz_cmplog,003,2035.0
25742,15,xpdf,hastefuzz_cmplog,003,2038.0
25743,16,xpdf,hastefuzz_cmplog,003,2051.0
25744,17,xpdf,hastefuzz_cmplog,003,2059.0
25745,18,xpdf,hastefuzz_cmplog,003,2077.0
25746,19,xpdf,hastefuzz_cmplog,003,2089.0
25747,20,xpdf,hastefuzz_cmplog,003,2106.0
25748,21,xpdf,hastefuzz_cmplog,003,2113.0
25749,22,xpdf,hastefuzz_cmplog,003,2119.0
25750,23,xpdf,hastefuzz_cmplog,003,2126.0
25751,24,xpdf,hastefuzz_cmplog,003,2134.0
25752,1,xpdf,hastefuzz_cmplog,002,1031.0
25753,2,xpdf,hastefuzz_cmplog,002,1199.0
25754,3,xpdf,hastefuzz_cmplog,002,1300.0
25755,4,xpdf,hastefuzz_cmplog,002,1481.0
25756,5,xpdf,hastefuzz_cmplog,002,1536.0
25757,6,xpdf,hastefuzz_cmplog,002,1645.0
25758,7,xpdf,hastefuzz_cmplog,002,1751.0
25759,8,xpdf,hastefuzz_cmplog,002,1800.0
